genotype,plot,row,col,block,rep,inoc,pheno,checkId,mean_NDVI,mean_OSAVI,median_NDVI,median_OSAVI
JS15,52,8,5,2,1,I,Sev05,noCheck,0.600246928906214,0.696284213869368,0.619257191927866,0.718336286428263
JG4,53,8,4,1,1,I,Sev05,noCheck,0.585368199113844,0.679024981119199,0.607860364487096,0.705115956621261
JG34,54,8,3,1,1,I,Sev05,noCheck,0.566841016612785,0.65753352140783,0.585892449028968,0.679633052966711
JT19,55,8,2,1,1,I,Sev05,noCheck,0.64797070998836,0.751643583461018,0.666660093470845,0.773323268487646
JG39,56,8,1,1,1,I,Sev05,noCheck,0.604188597964718,0.700856565560784,0.637519725910506,0.739520913132975
NA,58,9,2,2,1,I,Sev05,HimboTop,0.689517772159513,0.799838123368407,0.702952363702228,0.815421366020168
JS32,59,9,3,2,1,I,Sev05,noCheck,0.632429081376178,0.733615415518129,0.654942972762506,0.759731379183126
JT30,60,9,4,2,1,I,Sev05,noCheck,0.613730634127233,0.711925165550129,0.640368068387554,0.742824740990377
JT18,62,9,6,2,1,I,Sev05,noCheck,0.538950721712744,0.625180883228971,0.563492025004865,0.65364883205789
NA,63,9,7,2,1,I,Sev05,Heritage,0.55319019719324,0.641698558791665,0.598791420428755,0.694596019656334
JG41,64,10,7,2,1,I,Sev05,noCheck,0.564402512449225,0.654704918181962,0.584577668821039,0.678108483807185
JT37,65,10,6,2,1,I,Sev05,noCheck,0.51398677597764,0.596222798519718,0.529533825007502,0.614257393507264
NA,67,10,4,2,1,I,Sev05,Salmon,0.518002443826566,0.60088084015788,0.55147665149803,0.639709789769833
JG14,68,10,3,2,1,I,Sev05,noCheck,0.50737626598269,0.588554629619381,0.546625938434401,0.634083906179685
JT24,70,10,1,2,1,I,Sev05,noCheck,0.64788625891012,0.751545830416205,0.685242358752701,0.794879172882561
JS36,72,11,2,2,1,I,Sev05,noCheck,0.623684335884489,0.723471705116688,0.656022178868467,0.760983227080474
JS11,73,11,3,2,1,I,Sev05,noCheck,0.588654470506064,0.682837003023099,0.623883680296228,0.723703067358234
JT21,75,11,5,2,1,I,Sev05,noCheck,0.611578538998791,0.709428823679288,0.631211372064277,0.732203381450231
JG43,76,11,6,2,1,I,Sev05,noCheck,0.631810202118637,0.73289755924385,0.650446103423161,0.754514732284296
JT9,79,12,6,2,1,I,Sev05,noCheck,0.570029507742173,0.661232269737869,0.601039365405394,0.697203692955965
JT19,80,12,5,2,1,I,Sev05,noCheck,0.609243869549486,0.706720650028117,0.62680370038369,0.727090601205014
JG13,81,12,4,2,1,I,Sev05,noCheck,0.60666415597723,0.703728108767164,0.640055496613074,0.742462437052315
JG27,84,12,1,2,1,I,Sev05,noCheck,0.658191804058496,0.763500106002929,0.686747373302842,0.796624914682536
JS23,86,13,2,2,1,I,Sev05,noCheck,0.52862187920916,0.613199260865804,0.56462192992864,0.654959662465108
JG3,88,13,4,2,1,I,Sev05,noCheck,0.509861206317548,0.591437240230907,0.552717086834734,0.641149905060975
JG35,89,13,5,2,1,I,Sev05,noCheck,0.603888575391347,0.700508731583635,0.627628170371709,0.728046923195558
NA,90,13,6,2,1,I,Sev05,GoldenBliss,0.61832399147893,0.717253545332877,0.634853454208041,0.73642795876999
JG24,92,14,7,2,1,I,Sev05,noCheck,0.590493306199596,0.684970261055869,0.604313908521136,0.701002264295868
JG27,93,14,6,2,1,I,Sev05,noCheck,0.624705144697701,0.724655820452923,0.646244510831415,0.749641674540576
JG38,94,14,5,2,1,I,Sev05,noCheck,0.642663959332476,0.74548793525046,0.668288291407697,0.775212270667694
JG7,95,14,4,2,1,I,Sev05,noCheck,0.609944432023841,0.707533237337095,0.646753563906102,0.750230469889948
JS4,96,14,3,2,1,I,Sev05,noCheck,0.604758253876414,0.701517216782642,0.648724433708807,0.752518156054751
JS30,97,14,2,2,1,I,Sev05,noCheck,0.619012485887414,0.718052293567101,0.643766749838277,0.746767221462796
JT5,98,14,1,2,1,I,Sev05,noCheck,0.650590571182289,0.754682827360792,0.686528338215112,0.796370262402614
NA,99,15,1,2,1,I,Sev05,HimboTop,0.610580913245075,0.708271632591368,0.646134958936585,0.749514014007234
JT39,100,15,2,2,1,I,Sev05,noCheck,0.627263367900436,0.727623450316452,0.647042347215657,0.75056702045195
JG4,104,15,6,2,1,I,Sev05,noCheck,0.580234223289129,0.673069811992518,0.621572387936503,0.721021949320087
JG1,106,16,7,3,1,I,Sev05,noCheck,0.589040698708821,0.683285231694168,0.627347096139945,0.727720834784241
JS31,110,16,3,3,1,I,Sev05,noCheck,0.500532872487479,0.580616272450634,0.524356748370318,0.608252132011848
JG37,111,16,2,3,1,I,Sev05,noCheck,0.375005607560556,0.435004816840773,0.378194240348098,0.438703979224094
JS3,113,17,1,3,1,I,Sev05,noCheck,0.63943253792118,0.741739376041795,0.676413383880007,0.784637456040993
JS10,115,17,3,3,1,I,Sev05,noCheck,0.683099456819578,0.792392853617909,0.702301524843758,0.814667776581582
NA,118,17,6,3,1,I,Sev05,GoldenBliss,0.659658266162013,0.76520113394968,0.66888339233082,0.775902896389599
JT35,119,17,7,3,1,I,Sev05,noCheck,0.61097440653073,0.708728378095038,0.641260625626473,0.743860776400054
JG36,120,18,7,3,1,I,Sev05,noCheck,0.619537652677604,0.718661789884341,0.640439649796367,0.742908127258323
JT32,121,18,6,3,1,I,Sev05,noCheck,0.553831314463633,0.642442383627147,0.580979971283276,0.67393503453619
JS38,122,18,5,3,1,I,Sev05,noCheck,0.348901697725182,0.40472457670769,0.347779629631081,0.403423096308645
NA,123,18,4,3,1,I,Sev05,Heritage,0.630652462339338,0.731554663680331,0.674317847096073,0.782206550955606
JG19,125,18,2,3,1,I,Sev05,noCheck,0.669175680788751,0.776241319587722,0.694953496313681,0.806143819596967
JS5,129,19,3,3,1,I,Sev05,noCheck,0.629780938711426,0.730543655194246,0.655229215813081,0.760063529578677
JG20,131,19,5,3,1,I,Sev05,noCheck,0.581846588076812,0.674939911078122,0.609591425846592,0.707124341272278
JT11,132,19,6,3,1,I,Sev05,noCheck,0.606477350587406,0.703511798364428,0.640186079799606,0.742614080958833
NA,134,20,7,3,1,I,Sev05,GoldenBliss,0.56810373901159,0.658998471033181,0.577195837935244,0.669545615193594
JG8,137,20,4,3,1,I,Sev05,noCheck,0.648846922199812,0.752660074122429,0.678132010409292,0.786631278145136
JT26,138,20,3,3,1,I,Sev05,noCheck,0.688513636452644,0.79867326547067,0.706512943831764,0.819552029921397
JG17,139,20,2,3,1,I,Sev05,noCheck,0.691387573349789,0.802007161086515,0.713641292561267,0.827821116540324
JG15,142,21,2,3,1,I,Sev05,noCheck,0.691717715085849,0.802389786430715,0.718374189195726,0.833311499323316
JT6,147,21,7,3,1,I,Sev05,noCheck,0.548289978276076,0.636014587263796,0.569702836967994,0.660853725127771
JT12,148,22,7,3,1,I,Sev05,noCheck,0.589863067040492,0.684239196814692,0.634281861465532,0.735764921228816
JT36,149,22,6,3,1,I,Sev05,noCheck,0.606869266603898,0.703966379080914,0.633147726312307,0.734449491471217
JT17,151,22,4,3,1,I,Sev05,noCheck,0.649224935154232,0.753098744645239,0.674794096975218,0.782758761625749
JG25,153,22,2,3,1,I,Sev05,noCheck,0.524832714713461,0.608803798160592,0.595845089803506,0.691178076111812
JG19,156,23,2,3,1,I,Sev05,noCheck,0.550836179486937,0.63896769861163,0.618787750344389,0.71779074794639
NA,157,23,3,3,1,I,Sev05,GoldenBliss,0.727903752275864,0.844365794033585,0.746224726805387,0.865618289883559
JG31,158,23,4,3,1,I,Sev05,noCheck,0.684592314370712,0.794124786539058,0.697800824690741,0.809446933782497
JT22,159,23,5,3,1,I,Sev05,noCheck,0.601431044483201,0.697657959537261,0.631316098707403,0.732324523135948
NA,2,1,2,1,1,I,Sev07,Salmon,0.52573693552926,0.609852324224777,0.696541490932667,0.807985545781099
JG24,3,1,3,1,1,I,Sev07,noCheck,0.446946925362075,0.518456671047324,0.649374025038998,0.753271458672985
JG18,4,1,4,1,1,I,Sev07,noCheck,0.066432168376407,0.077061247181829,-0.102689666433094,-0.119119178081739
JG16,10,2,5,1,1,I,Sev07,noCheck,0.084630638700612,0.098171293972843,-0.113049783784931,-0.131136759269051
JT34,11,2,4,1,1,I,Sev07,noCheck,0.286369281811931,0.332187101859211,0.435159997454096,0.504781715834421
JS1,13,2,2,1,1,I,Sev07,noCheck,0.224049385817279,0.259896283422836,-0.043206008172135,-0.05011862025557
NA,15,3,1,1,1,I,Sev07,HimboTop,0.403216113409708,0.467728864561687,0.645909178003449,0.749251365061221
JT14,16,3,2,1,1,I,Sev07,noCheck,0.455027492587564,0.527829598124692,0.503178504213169,0.583684476111101
JS9,17,3,3,1,1,I,Sev07,noCheck,0.505188510494548,0.586016792996593,0.589917307508805,0.684302163901002
JT20,22,4,7,1,1,I,Sev07,noCheck,0.503556608568374,0.584123747598704,0.549030623044105,0.636873703711593
JG42,23,4,6,1,1,I,Sev07,noCheck,0.521831051892267,0.605322142914058,0.558482078355299,0.647837726408806
JS29,24,4,5,1,1,I,Sev07,noCheck,0.436120031232475,0.505897843420137,0.480030401654025,0.556833859408117
NA,25,4,4,1,1,I,Sev07,Heritage,0.560817466111707,0.650546386487307,0.603910583018082,0.700534716755414
JT18,26,4,3,1,1,I,Sev07,noCheck,0.501591295714083,0.581844195447589,0.657362564134274,0.762538348566472
JS7,27,4,2,1,1,I,Sev07,noCheck,0.279147546400712,0.323810182391476,0.327205962850101,0.379556189588664
JS2,29,5,1,1,1,I,Sev07,noCheck,0.40431049309805,0.46899819992146,0.654535864978903,0.759256264020647
JG7,30,5,2,1,1,I,Sev07,noCheck,0.371336280786096,0.43074829507259,0.577859653157894,0.670314171165393
JG11,32,5,4,1,1,I,Sev07,noCheck,0.541639127218736,0.628299574184002,0.591814354254382,0.68650249994321
JT21,33,5,5,1,1,I,Sev07,noCheck,0.572842500640742,0.664495130945224,0.600174153822825,0.696199907392944
JG6,34,5,6,1,1,I,Sev07,noCheck,0.522669982138599,0.606295519190509,0.558772252523152,0.648174154158368
NA,35,5,7,1,1,I,Sev07,GoldenBliss,0.562647606365413,0.652668985167284,0.596962830929563,0.69247451055021
JT1,36,6,7,1,1,I,Sev07,noCheck,0.527528875127162,0.611931522048611,0.548306648710659,0.636034020558909
JT21,38,6,5,1,1,I,Sev07,noCheck,0.500666909313945,0.58077182120252,0.538406077614324,0.62454906696785
JT16,39,6,4,1,1,I,Sev07,noCheck,0.589267800509571,0.683548586792166,0.633438585969059,0.73478668584964
JS25,40,6,3,1,1,I,Sev07,noCheck,-0.231109692879077,-0.268085310350779,-0.240081019897534,-0.278492213401877
JS22,41,6,2,1,1,I,Sev07,noCheck,0.396120000504807,0.459497427856868,0.583504052730026,0.676862289615072
NA,42,6,1,1,1,I,Sev07,GoldenBliss,0.482192606939442,0.559340881306192,0.603378767517758,0.699915787210406
JS19,43,7,1,1,1,I,Sev07,noCheck,0.291358616819722,0.337974360444557,0.421521590130226,0.488961214442656
JG20,44,7,2,1,1,I,Sev07,noCheck,0.584941036748628,0.678528572464838,0.636116439759373,0.737892871270754
NA,45,7,3,1,1,I,Sev07,Jewel,0.568313367712953,0.659241314319679,0.684931758481971,0.794518504694047
JG39,46,7,4,1,1,I,Sev07,noCheck,0.525756973210774,0.609876003426394,0.564921014839636,0.655306369573592
JT28,47,7,5,1,1,I,Sev07,noCheck,0.489704855195827,0.568055814085189,0.527381908450137,0.611761342182828
JG32,48,7,6,1,1,I,Sev07,noCheck,0.476792273475327,0.553077256598656,0.502007460349099,0.582327327481244
JG9,49,7,7,1,1,I,Sev07,noCheck,0.426489329554408,0.494726109191864,0.481463708140415,0.558496530008292
JS12,50,8,7,2,1,I,Sev07,noCheck,0.456468293872659,0.52950145688879,0.508982730160827,0.5904181322558
JG12,51,8,6,2,1,I,Sev07,noCheck,0.495332947684553,0.574584255509977,0.532354070381127,0.617528822609157
JS15,52,8,5,2,1,I,Sev07,noCheck,0.57379231265155,0.665597004593294,0.602096816344099,0.698430589093261
JG4,53,8,4,1,1,I,Sev07,noCheck,0.580774129965799,0.673695860798636,0.60980824520906,0.707375832086547
JG34,54,8,3,1,1,I,Sev07,noCheck,0.512165855850914,0.594110315239462,0.571779571779572,0.663262440821507
JT19,55,8,2,1,1,I,Sev07,noCheck,0.50225961199403,0.582618731379696,0.640346127186139,0.74279903427815
JG39,56,8,1,1,1,I,Sev07,noCheck,0.275766455973436,0.319887655027135,0.360650436550099,0.418352960306887
NA,58,9,2,2,1,I,Sev07,HimboTop,0.475205493258725,0.551236221460157,0.685073701835652,0.794681806854312
JS32,59,9,3,2,1,I,Sev07,noCheck,0.599700610191307,0.695650251386093,0.657775296716099,0.763016381092183
JT30,60,9,4,2,1,I,Sev07,noCheck,0.590172150541154,0.684597300431118,0.629475606045238,0.730188740485889
JT18,62,9,6,2,1,I,Sev07,noCheck,0.47906451781169,0.55571308916708,0.525506593760051,0.609585557334852
NA,63,9,7,2,1,I,Sev07,Heritage,0.52041231948253,0.603676002594603,0.570698052619697,0.662007828152928
JG41,64,10,7,2,1,I,Sev07,noCheck,0.533517560026828,0.618878269171008,0.564400003884874,0.654702143831394
JT37,65,10,6,2,1,I,Sev07,noCheck,0.447763776252005,0.519404375407766,0.489224162999545,0.567498506787051
NA,67,10,4,2,1,I,Sev07,Salmon,0.463254033185242,0.537372826776616,0.502413353891533,0.582797927739015
JG14,68,10,3,2,1,I,Sev07,noCheck,0.492370910980466,0.571148068263096,0.562303325167517,0.65226945433232
JT24,70,10,1,2,1,I,Sev07,noCheck,0.627944787014606,0.728412953035004,0.696913953769817,0.808417055628007
JS36,72,11,2,2,1,I,Sev07,noCheck,0.637290560861374,0.739254269324235,0.674641836082878,0.782582016622094
JS11,73,11,3,2,1,I,Sev07,noCheck,0.516865452786022,0.599561716205508,0.603950742877082,0.700580584922006
JT21,75,11,5,2,1,I,Sev07,noCheck,0.553632621142534,0.64221180632882,0.602337211221255,0.698709202151512
JG43,76,11,6,2,1,I,Sev07,noCheck,0.582835234538807,0.676086647833573,0.622599171606857,0.722212566822318
JT9,79,12,6,2,1,I,Sev07,noCheck,0.537545576519946,0.623550887109873,0.572587241003272,0.664199388769387
JT19,80,12,5,2,1,I,Sev07,noCheck,0.544135756611999,0.631195564774562,0.57792997371716,0.670397221549139
JG13,81,12,4,2,1,I,Sev07,noCheck,0.563168981004097,0.653273688647552,0.590326038101165,0.68477631013018
JG27,84,12,1,2,1,I,Sev07,noCheck,0.687752653998409,0.797790084651511,0.716660498493527,0.831323767093008
JS23,86,13,2,2,1,I,Sev07,noCheck,0.542432412322625,0.629218869315508,0.579207708746527,0.671878970898488
JG3,88,13,4,2,1,I,Sev07,noCheck,0.49904560286658,0.578891301714409,0.550227515366501,0.638262018094589
JG35,89,13,5,2,1,I,Sev07,noCheck,0.572102301322564,0.663636726345695,0.60425649831317,0.700935944701398
NA,90,13,6,2,1,I,Sev07,GoldenBliss,0.575972612979847,0.668126118011465,0.596819046689759,0.69230739207731
JG24,92,14,7,2,1,I,Sev07,noCheck,0.52503265499387,0.609035797007157,0.549425038850639,0.637330966851165
JG27,93,14,6,2,1,I,Sev07,noCheck,0.548251842776088,0.635970225133211,0.606599123269731,0.703652935146159
JG38,94,14,5,2,1,I,Sev07,noCheck,0.579189756417683,0.671857970859196,0.640178129638793,0.742604670678751
JG7,95,14,4,2,1,I,Sev07,noCheck,0.563079359110066,0.653169933518821,0.622148011451995,0.721689777247548
JS4,96,14,3,2,1,I,Sev07,noCheck,0.60512526318507,0.701942926817441,0.642242290615845,0.744999257001403
JS30,97,14,2,2,1,I,Sev07,noCheck,0.61042866685125,0.708094875431234,0.652088989589234,0.756420863969798
JT5,98,14,1,2,1,I,Sev07,noCheck,0.6687233789949,0.775716405092716,0.715657734318629,0.830159666951638
NA,99,15,1,2,1,I,Sev07,HimboTop,0.616864156808996,0.715559927238735,0.649474347833495,0.753388189573679
JT39,100,15,2,2,1,I,Sev07,noCheck,0.629792148290822,0.730556549791616,0.656268495128113,0.761269696093087
JG4,104,15,6,2,1,I,Sev07,noCheck,0.529883111545584,0.614662501459524,0.58104955448745,0.674015967583624
JG1,106,16,7,3,1,I,Sev07,noCheck,0.543905296313099,0.630928285796303,0.608617300704464,0.705993825866675
JS31,110,16,3,3,1,I,Sev07,noCheck,0.493642553529052,0.57262341356151,0.515112859500822,0.597528582686929
JG37,111,16,2,3,1,I,Sev07,noCheck,0.155023226861482,0.179825871470798,0.186890190102837,0.216791471604559
JS3,113,17,1,3,1,I,Sev07,noCheck,0.6256607800301,0.725763878253533,0.685866370142909,0.795602166648761
JS10,115,17,3,3,1,I,Sev07,noCheck,0.572088278125791,0.663620300389588,0.676442410810038,0.784671401338039
NA,118,17,6,3,1,I,Sev07,GoldenBliss,0.608493090093147,0.705849734112857,0.649311838731444,0.753199401801775
JT35,119,17,7,3,1,I,Sev07,noCheck,0.521196026282529,0.604585548853075,0.597723202318212,0.693357159739138
JG36,120,18,7,3,1,I,Sev07,noCheck,0.538143831646057,0.624245034489005,0.607050572166851,0.704176584196134
JT32,121,18,6,3,1,I,Sev07,noCheck,0.477919924974432,0.554385358742156,0.537328115382648,0.623298950548068
JS38,122,18,5,3,1,I,Sev07,noCheck,0.134267094877875,0.155749318140427,0.246156270400468,0.285540245223437
NA,123,18,4,3,1,I,Sev07,Heritage,0.541271429302199,0.627872884560028,0.655453318148247,0.760323989617428
JG19,125,18,2,3,1,I,Sev07,noCheck,0.579953892907659,0.672744250467774,0.680091437033455,0.788903896641916
JS5,129,19,3,3,1,I,Sev07,noCheck,0.513212697649287,0.595324866112755,0.617090999228318,0.715823530077713
JG20,131,19,5,3,1,I,Sev07,noCheck,0.502519255928036,0.582920400802036,0.5647507052057,0.655108898094595
JT11,132,19,6,3,1,I,Sev07,noCheck,0.532722031325204,0.617955600073696,0.606731600736441,0.703806512722172
NA,134,20,7,3,1,I,Sev07,GoldenBliss,0.506289618011952,0.587294063097307,0.569268698390067,0.660350120952603
JG8,137,20,4,3,1,I,Sev07,noCheck,0.444722336335165,0.515876041448526,0.527253576757658,0.611611285941492
JT26,138,20,3,3,1,I,Sev07,noCheck,0.579968093318355,0.672760906051074,0.682676076446181,0.79190107997374
JG17,139,20,2,3,1,I,Sev07,noCheck,0.634111809479305,0.735567110284043,0.70097592208145,0.81312954539634
JG15,142,21,2,3,1,I,Sev07,noCheck,0.560239322264338,0.649875252804704,0.665761175726066,0.772279803820339
JT6,147,21,7,3,1,I,Sev07,noCheck,0.45614859749839,0.529130842280584,0.523181495383991,0.606889303257983
JT12,148,22,7,3,1,I,Sev07,noCheck,0.463943148775174,0.53817216185039,0.573430175259372,0.665177312745681
JT36,149,22,6,3,1,I,Sev07,noCheck,0.567720502749985,0.658553578304604,0.623929135643919,0.723755836169691
JT17,151,22,4,3,1,I,Sev07,noCheck,0.578202909522791,0.670713153415331,0.639062840805384,0.741310767506179
JG25,153,22,2,3,1,I,Sev07,noCheck,0.403732810212903,0.468328103225031,0.420696827873115,0.488002519842272
JG19,156,23,2,3,1,I,Sev07,noCheck,0.478794098284557,0.555399068584043,0.594616434920723,0.689751989290877
NA,157,23,3,3,1,I,Sev07,GoldenBliss,0.643133282870639,0.746032353488799,0.717246730434576,0.832004087927249
JG31,158,23,4,3,1,I,Sev07,noCheck,0.597557562201411,0.693164528947337,0.67549046362837,0.783565136286067
JT22,159,23,5,3,1,I,Sev07,noCheck,0.508301919278164,0.589628482881803,0.60595238151044,0.702902774009352
NA,2,1,2,1,1,I,Sev09,Salmon,0.497807957989858,0.577454880462177,0.695959231170499,0.807310116576007
JG24,3,1,3,1,1,I,Sev09,noCheck,0.314217367953507,0.364490761057422,0.412679165975063,0.478705329029964
JG18,4,1,4,1,1,I,Sev09,noCheck,0.010018887324067,0.011621925599516,-0.053537320790775,-0.062102876485273
JG16,10,2,5,1,1,I,Sev09,noCheck,-0.050882416123874,-0.059023318146862,-0.097636479779863,-0.11325742611232
JT34,11,2,4,1,1,I,Sev09,noCheck,0.177843023036948,0.206297247775047,-0.044460760319791,-0.051574145380027
JS1,13,2,2,1,1,I,Sev09,noCheck,0.270846459290277,0.314180604807284,0.349442254297475,0.405349427290253
NA,15,3,1,1,1,I,Sev09,HimboTop,0.588474704087162,0.682627556074798,0.66400444046995,0.770241350685617
JT14,16,3,2,1,1,I,Sev09,noCheck,0.400794708444655,0.464919904877926,0.451986886418325,0.524302228751694
JS9,17,3,3,1,1,I,Sev09,noCheck,0.472946702045956,0.548616161981221,0.555496672254559,0.644374326083817
JT20,22,4,7,1,1,I,Sev09,noCheck,0.421786012755082,0.489270191906638,0.51514381087485,0.597565387041876
JG42,23,4,6,1,1,I,Sev09,noCheck,0.465968287928739,0.540521292670912,0.535212601197093,0.620844789541194
JS29,24,4,5,1,1,I,Sev09,noCheck,0.429181085070638,0.497848590413382,0.468434268731655,0.543382327320615
NA,25,4,4,1,1,I,Sev09,Heritage,0.563845677014279,0.654059060745857,0.603768394993811,0.70036876956395
JT18,26,4,3,1,1,I,Sev09,noCheck,0.60781006656559,0.705057449224815,0.648229309958732,0.751942150716782
JS7,27,4,2,1,1,I,Sev09,noCheck,0.596817273559679,0.692305320572822,0.654569215861944,0.759297706302662
JS2,29,5,1,1,1,I,Sev09,noCheck,0.619147992774086,0.718208356447964,0.652891259597874,0.757351278486186
JG7,30,5,2,1,1,I,Sev09,noCheck,0.529762043354754,0.614521236652269,0.558871874729648,0.648289131277338
JG11,32,5,4,1,1,I,Sev09,noCheck,0.512801577522574,0.594847848776515,0.546151866151866,0.633534425302307
JT21,33,5,5,1,1,I,Sev09,noCheck,0.586789631252607,0.680673243461516,0.610029168519731,0.707631405993168
JG6,34,5,6,1,1,I,Sev09,noCheck,0.48478556041538,0.562349421706049,0.52874378992193,0.613341097568322
NA,35,5,7,1,1,I,Sev09,GoldenBliss,0.521321993605698,0.60473129317159,0.568602686419416,0.659577315076199
JT1,36,6,7,1,1,I,Sev09,noCheck,0.48396926046238,0.561402391589886,0.514533045507076,0.596856250474257
JT21,38,6,5,1,1,I,Sev09,noCheck,0.472329939254409,0.547900662080804,0.50887012836822,0.590287164428211
JT16,39,6,4,1,1,I,Sev09,noCheck,0.55156341573288,0.639811393593267,0.590304230870402,0.684750833591381
JS25,40,6,3,1,1,I,Sev09,noCheck,NA,NA,NA,NA
JS22,41,6,2,1,1,I,Sev09,noCheck,0.542005515942419,0.628724023351698,0.612017255022079,0.709937116421915
NA,42,6,1,1,1,I,Sev09,GoldenBliss,0.538373079920022,0.62450980162908,0.582887654121393,0.676147074382218
JS19,43,7,1,1,1,I,Sev09,noCheck,0.574265988102179,0.666145303829599,0.643751167569587,0.746748564361799
JG20,44,7,2,1,1,I,Sev09,noCheck,0.591038716035356,0.685602225080569,0.626350470239297,0.72656329740254
NA,45,7,3,1,1,I,Sev09,Jewel,0.639808436372531,0.742175129759057,0.67549056911453,0.783566788594405
JG39,46,7,4,1,1,I,Sev09,noCheck,0.493847390970426,0.572860829527058,0.540155562178101,0.626578235370011
JT28,47,7,5,1,1,I,Sev09,noCheck,0.464671064284508,0.539016609047935,0.498970659877736,0.578804510101337
JG32,48,7,6,1,1,I,Sev09,noCheck,0.430564837459498,0.499453406968251,0.465529741939371,0.540012770281308
JG9,49,7,7,1,1,I,Sev09,noCheck,0.357344180968747,0.414517917472747,0.430672451193059,0.499578309489598
JS12,50,8,7,2,1,I,Sev09,noCheck,0.386650229426374,0.44851275854249,0.460204730277723,0.533835614876956
JG12,51,8,6,2,1,I,Sev09,noCheck,0.485773272857237,0.563494962592857,0.525808007718283,0.609934346674642
JS15,52,8,5,2,1,I,Sev09,noCheck,0.56622357500621,0.656816976933502,0.590323553487571,0.684772961878551
JG4,53,8,4,1,1,I,Sev09,noCheck,0.555772085778523,0.644693544432965,0.585529882346046,0.679213071250364
JG34,54,8,3,1,1,I,Sev09,noCheck,0.529633872123802,0.61437318108563,0.582457175692255,0.675648644938218
JT19,55,8,2,1,1,I,Sev09,noCheck,0.579003106923784,0.671640946639404,0.632536858159634,0.733738776539426
JG39,56,8,1,1,1,I,Sev09,noCheck,0.57894850103866,0.671577222477119,0.639266779006206,0.741547025450576
NA,58,9,2,2,1,I,Sev09,HimboTop,0.603979079690536,0.700613039785535,0.690646015895659,0.801147201556412
JS32,59,9,3,2,1,I,Sev09,noCheck,0.576686327078645,0.66895377309078,0.639055473259522,0.741301629625151
JT30,60,9,4,2,1,I,Sev09,noCheck,0.550676154215087,0.638782067546581,0.591802348068015,0.686489104649982
JT18,62,9,6,2,1,I,Sev09,noCheck,0.444199217024362,0.515269331786583,0.496468442672939,0.575901725075893
NA,63,9,7,2,1,I,Sev09,Heritage,0.447416416424426,0.519001102468722,0.521905414754682,0.605408649714658
JG41,64,10,7,2,1,I,Sev09,noCheck,0.474113299959132,0.549969523061411,0.517960816430751,0.600832614207858
JT37,65,10,6,2,1,I,Sev09,noCheck,0.405415115702362,0.470280082514123,0.444687743173058,0.515836288499499
NA,67,10,4,2,1,I,Sev09,Salmon,0.431217400821052,0.500210363225192,0.475573705543535,0.55166415344125
JG14,68,10,3,2,1,I,Sev09,noCheck,0.436766958052009,0.506647889857396,0.518997395967418,0.602035541428299
JT24,70,10,1,2,1,I,Sev09,noCheck,0.613294767562589,0.711418858535247,0.67747361943591,0.785866439125466
JS36,72,11,2,2,1,I,Sev09,noCheck,0.559563335663372,0.649091139645143,0.647902726548164,0.751564933914303
JS11,73,11,3,2,1,I,Sev09,noCheck,0.51667734056704,0.599343591110749,0.584583653628726,0.678115369379066
JT21,75,11,5,2,1,I,Sev09,noCheck,0.537392336874623,0.623372852627137,0.589853485826093,0.684227493503553
JG43,76,11,6,2,1,I,Sev09,noCheck,0.537996947885778,0.624074181334975,0.57346803364654,0.665220640925867
JT9,79,12,6,2,1,I,Sev09,noCheck,0.501245403778123,0.581442705788199,0.542270082931056,0.629030804680561
JT19,80,12,5,2,1,I,Sev09,noCheck,0.476153650872009,0.552336084237776,0.511944451407515,0.593853181848718
JG13,81,12,4,2,1,I,Sev09,noCheck,0.539558135866094,0.625884959122499,0.590532186832093,0.685014743517113
JG27,84,12,1,2,1,I,Sev09,noCheck,0.614479432679176,0.712792878268146,0.677237026209647,0.78559220691323
JS23,86,13,2,2,1,I,Sev09,noCheck,0.398520845066625,0.462282044663068,0.49808970173589,0.577781109097982
JG3,88,13,4,2,1,I,Sev09,noCheck,0.418632481838185,0.485612243883126,0.480125633445946,0.556944558816388
JG35,89,13,5,2,1,I,Sev09,noCheck,0.521011885131081,0.604371719702027,0.560677536138871,0.650383785911552
NA,90,13,6,2,1,I,Sev09,GoldenBliss,0.534064374277953,0.61951265639909,0.573980341573327,0.665815456838437
JG24,92,14,7,2,1,I,Sev09,noCheck,0.491845173431241,0.570538362468136,0.532054816327342,0.61718154494144
JG27,93,14,6,2,1,I,Sev09,noCheck,0.527498816260252,0.611896397187954,0.571847507331378,0.663339265983036
JG38,94,14,5,2,1,I,Sev09,noCheck,0.552436272569595,0.640823744044325,0.601293752519621,0.697498294585498
JG7,95,14,4,2,1,I,Sev09,noCheck,0.499935265235852,0.579922879967996,0.565878908747758,0.656417712928574
JS4,96,14,3,2,1,I,Sev09,noCheck,0.521800738897094,0.605286772339499,0.603408122692417,0.699950241634801
JS30,97,14,2,2,1,I,Sev09,noCheck,0.553871645633372,0.642488888441601,0.595037090142947,0.690241408713983
JT5,98,14,1,2,1,I,Sev09,noCheck,0.626615606842318,0.726871003736609,0.681751549658322,0.790828645549197
NA,99,15,1,2,1,I,Sev09,HimboTop,0.563578186827837,0.653748161872093,0.596311739672441,0.691719239240892
JT39,100,15,2,2,1,I,Sev09,noCheck,0.582451450849946,0.675641411337914,0.616922925151853,0.715628979513836
